,paragraf,inkraftdatum,length
380,§ 4 Drittes Rückgabegesetz,1949-09-14,337.0
381,§ 5 Drittes Rückgabegesetz,1949-09-14,108.0
382,§ 1 Fünftes Rückstellungsgesetz,1949-08-14,2171.0
383,§ 2 Fünftes Rückstellungsgesetz,1949-08-14,868.0
384,§ 3 Fünftes Rückstellungsgesetz,1949-08-14,1107.0
385,§ 4 Fünftes Rückstellungsgesetz,1949-08-14,674.0
386,§ 5 Fünftes Rückstellungsgesetz,1949-08-14,1042.0
387,§ 6 Fünftes Rückstellungsgesetz,1949-08-14,365.0
388,§ 7 Fünftes Rückstellungsgesetz,1949-08-14,2061.0
389,§ 8 Fünftes Rückstellungsgesetz,1949-08-14,1762.0
390,§ 9 Fünftes Rückstellungsgesetz,1949-08-14,1640.0
391,§ 10 Fünftes Rückstellungsgesetz,1949-08-14,867.0
392,§ 11 Fünftes Rückstellungsgesetz,1949-08-14,143.0
393,§ 12 Fünftes Rückstellungsgesetz,1949-08-14,420.0
394,§ 13 Fünftes Rückstellungsgesetz,1949-08-14,120.0
395,§ 14 Fünftes Rückstellungsgesetz,1949-08-14,886.0
396,§ 15 Fünftes Rückstellungsgesetz,1949-08-14,221.0
397,§ 1 Gebührenbefreiung für Anleihen von Gebietskörperschaften,1949-02-01,286.0
398,§ 2 Gebührenbefreiung für Anleihen von Gebietskörperschaften,1949-02-01,620.0
399,§ 3 Gebührenbefreiung für Anleihen von Gebietskörperschaften,1949-03-31,693.0
400,§ 4 Abgabenexekutionsordnung,1950-01-01,291.0
401,§ 6 Abgabenexekutionsordnung,1950-01-01,824.0
402,§ 8 Abgabenexekutionsordnung,1950-01-01,2295.0
403,§ 9 Abgabenexekutionsordnung,1950-01-01,471.0
404,§ 11 Abgabenexekutionsordnung,1950-01-01,222.0
405,§ 12 Abgabenexekutionsordnung,1950-01-01,713.0
406,§ 13 Abgabenexekutionsordnung,1950-01-01,475.0
407,§ 14 Abgabenexekutionsordnung,1950-01-01,1078.0
408,§ 16 Abgabenexekutionsordnung,1950-01-01,1287.0
409,§ 17 Abgabenexekutionsordnung,1950-01-01,436.0
410,§ 18 Abgabenexekutionsordnung,1950-01-01,943.0
411,§ 19 Abgabenexekutionsordnung,1950-01-01,634.0
412,§ 20 Abgabenexekutionsordnung,1950-01-01,315.0
413,§ 21 Abgabenexekutionsordnung,1950-01-01,594.0
414,§ 23 Abgabenexekutionsordnung,1950-01-01,1156.0
415,§ 24 Abgabenexekutionsordnung,1950-01-01,495.0
416,§ 27 Abgabenexekutionsordnung,1950-01-01,168.0
417,§ 28 Abgabenexekutionsordnung,1950-01-01,392.0
418,§ 30 Abgabenexekutionsordnung,1950-01-01,289.0
419,§ 31 Abgabenexekutionsordnung,1950-01-01,1216.0
420,§ 32 Abgabenexekutionsordnung,1950-01-01,564.0
421,§ 33 Abgabenexekutionsordnung,1950-01-01,805.0
422,§ 34 Abgabenexekutionsordnung,1950-01-01,1068.0
423,§ 35 Abgabenexekutionsordnung,1950-01-01,249.0
424,§ 36 Abgabenexekutionsordnung,1950-01-01,579.0
425,§ 37 Abgabenexekutionsordnung,1950-01-01,421.0
426,§ 38 Abgabenexekutionsordnung,1950-01-01,2786.0
427,§ 39 Abgabenexekutionsordnung,1950-01-01,371.0
428,§ 40 Abgabenexekutionsordnung,1950-01-01,1199.0
429,§ 41 Abgabenexekutionsordnung,1950-01-01,474.0
430,§ 42 Abgabenexekutionsordnung,1950-01-01,732.0
431,§ 43 Abgabenexekutionsordnung,1950-01-01,575.0
432,§ 44 Abgabenexekutionsordnung,1950-01-01,1027.0
433,§ 45 Abgabenexekutionsordnung,1950-01-01,824.0
434,§ 46 Abgabenexekutionsordnung,1950-01-01,415.0
435,§ 47 Abgabenexekutionsordnung,1950-01-01,514.0
436,§ 48 Abgabenexekutionsordnung,1950-01-01,1037.0
437,§ 49 Abgabenexekutionsordnung,1950-01-01,339.0
438,§ 50 Abgabenexekutionsordnung,1950-01-01,1714.0
439,§ 51 Abgabenexekutionsordnung,1950-01-01,709.0
440,§ 52 Abgabenexekutionsordnung,1950-01-01,497.0
441,§ 53 Abgabenexekutionsordnung,1950-01-01,865.0
442,§ 59 Abgabenexekutionsordnung,1950-01-01,425.0
443,§ 60 Abgabenexekutionsordnung,1950-01-01,511.0
444,§ 61 Abgabenexekutionsordnung,1950-01-01,1405.0
445,§ 65 Abgabenexekutionsordnung,1950-01-01,967.0
446,§ 66 Abgabenexekutionsordnung,1950-01-01,776.0
447,§ 67 Abgabenexekutionsordnung,1950-01-01,1754.0
448,§ 68 Abgabenexekutionsordnung,1950-01-01,932.0
449,§ 69 Abgabenexekutionsordnung,1950-01-01,1194.0
450,§ 70 Abgabenexekutionsordnung,1950-01-01,1192.0
451,§ 71 Abgabenexekutionsordnung,1950-01-01,1349.0
452,§ 72 Abgabenexekutionsordnung,1950-01-01,653.0
453,§ 73 Abgabenexekutionsordnung,1950-01-01,2023.0
454,§ 74 Abgabenexekutionsordnung,1950-01-01,539.0
455,§ 75 Abgabenexekutionsordnung,1950-01-01,475.0
456,§ 76 Abgabenexekutionsordnung,1950-01-01,527.0
457,§ 77 Abgabenexekutionsordnung,1950-01-01,489.0
458,§ 78 Abgabenexekutionsordnung,1950-01-01,985.0
459,§ 79 Abgabenexekutionsordnung,1950-01-01,992.0
460,§ 80 Abgabenexekutionsordnung,1950-01-01,1866.0
461,§ 81 Abgabenexekutionsordnung,1950-01-01,151.0
462,§ 82 Abgabenexekutionsordnung,1950-01-01,89.0
463,§ 84 Abgabenexekutionsordnung,1950-01-01,309.0
464,§ 85 Abgabenexekutionsordnung,1950-01-01,724.0
465,§ 86 Abgabenexekutionsordnung,1950-01-01,553.0
466,§ 89 Abgabenexekutionsordnung,1950-01-01,1498.0
467,§ 3 Agrarverfahrensgesetz,1950-09-01,194.0
468,§ 4 Agrarverfahrensgesetz,1950-09-01,275.0
469,§ 6 Agrarverfahrensgesetz,1950-09-01,158.0
470,§ 8 Agrarverfahrensgesetz,1950-09-01,1068.0
471,§ 9 Agrarverfahrensgesetz,1950-09-01,2886.0
472,§ 10 Agrarverfahrensgesetz,1950-09-01,2077.0
473,§ 11 Agrarverfahrensgesetz,1950-09-01,1160.0
474,§ 12 Agrarverfahrensgesetz,1950-09-01,851.0
475,§ 13 Agrarverfahrensgesetz,1950-09-01,485.0
476,§ 14 Agrarverfahrensgesetz,1950-09-01,689.0
477,§ 16 Agrarverfahrensgesetz,1950-09-01,1253.0
478,§ 17 Agrarverfahrensgesetz,1950-09-01,3227.0
479,§ 18 Agrarverfahrensgesetz,1950-09-01,90.0
480,§ 1 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,233.0
481,§ 3 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,965.0
482,§ 4 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,802.0
483,§ 5 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,187.0
484,§ 6 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,434.0
485,§ 7 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,1019.0
486,§ 8 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,327.0
487,§ 9 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,280.0
488,§ 10 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,1402.0
489,§ 12 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,140.0
490,§ 15 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,281.0
491,§ 16 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,575.0
492,§ 19 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,1123.0
493,§ 20 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,545.0
494,§ 32 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,551.0
495,§ 33 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,418.0
496,§ 37 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,338.0
497,§ 38 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,629.0
498,§ 39 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,721.0
499,§ 40 Allgemeines Verwaltungsverfahrensgesetz,1950-09-01,527.0
500,§ 1 2. Rückstellungsanspruchsgesetz,1951-08-28,2652.0
501,§ 2 2. Rückstellungsanspruchsgesetz,1951-08-28,1933.0
502,§ 3 2. Rückstellungsanspruchsgesetz,1951-08-28,746.0
503,§ 4 2. Rückstellungsanspruchsgesetz,1951-08-28,392.0
504,§ 5 2. Rückstellungsanspruchsgesetz,1951-08-28,152.0
505,Art. 1 § 1 Agrarbehördengesetz 1950,1951-01-14,649.0
506,Art. 2 § 2 Agrarbehördengesetz 1950,1951-01-14,1755.0
507,Art. 2 § 3 Agrarbehördengesetz 1950,1951-01-14,437.0
508,Art. 2 § 4 Agrarbehördengesetz 1950,1951-01-14,241.0
509,Art. 3 § 10 Agrarbehördengesetz 1950,1951-01-14,353.0
510,Art. 4 § 11 Agrarbehördengesetz 1950,1951-01-14,219.0
511,Art. 5 § 12 Agrarbehördengesetz 1950,1951-01-14,2076.0
512,Art. 5 § 13 Agrarbehördengesetz 1950,1951-01-14,451.0
513,Art. 5 § 14 Agrarbehördengesetz 1950,1951-01-14,169.0
514,§ 3 Beschußgesetz,1951-08-01,115.0
515,§ 4 Beschußgesetz,1951-08-01,270.0
516,§ 6 Beschußgesetz,1951-08-01,421.0
517,§ 8 Beschußgesetz,1951-08-01,164.0
518,§ 9 Beschußgesetz,1951-08-01,148.0
519,§ 10 Beschußgesetz,1951-08-01,284.0
520,§ 11 Beschußgesetz,1951-08-01,283.0
521,§ 13 Beschußgesetz,1951-08-01,429.0
522,§ 14 Beschußgesetz,1951-08-01,161.0
523,§ 15 Beschußgesetz,1951-08-01,293.0
524,§ 17 Beschußgesetz,1951-08-01,193.0
525,§ 18 Beschußgesetz,1951-08-01,1056.0
526,§ 19 Beschußgesetz,1951-08-01,598.0
527,§ 20 Beschußgesetz,1951-08-01,209.0
528,§ 21 Beschußgesetz,1951-08-01,411.0
529,Art. 1 § 14 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,1062.0
530,Art. 1 § 16 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,391.0
531,Art. 1 § 18 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,312.0
532,Art. 1 § 19 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,197.0
533,Art. 1 § 20 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,983.0
534,Art. 1 § 21 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,459.0
535,Art. 1 § 23 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,594.0
536,Art. 1 § 24 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,316.0
537,Art. 1 § 25 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,1451.0
538,Art. 1 § 26 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,249.0
539,Art. 1 § 27 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,322.0
540,Art. 1 § 28 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,974.0
541,Art. 1 § 29 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,367.0
542,Art. 1 § 30 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,807.0
543,Art. 1 § 33 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,394.0
544,Art. 1 § 35 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,773.0
545,Art. 1 § 36 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,370.0
546,Art. 1 § 41 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,269.0
547,Art. 1 § 42 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,357.0
548,Art. 1 § 46 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,318.0
549,Art. 1 § 48 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,285.0
550,Art. 1 § 51 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,1031.0
551,Art. 1 § 52 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,1713.0
552,Art. 2 § 54 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,2911.0
553,Art. 2 § 55 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,2607.0
554,Art. 2 § 56 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,242.0
555,Art. 2 § 57 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,565.0
556,Art. 2 § 58 Flurverfassungs-Grundsatzgesetz 1951,1951-05-20,800.0
557,Art. 1 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,254.0
558,Art. 1 § 1 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1086.0
559,Art. 1 § 2 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,495.0
560,Art. 1 § 3 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,375.0
561,Art. 1 § 4 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1163.0
562,Art. 1 § 5 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,996.0
563,Art. 1 § 6 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,314.0
564,Art. 1 § 7 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,354.0
565,Art. 1 § 8 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1992.0
566,Art. 1 § 9 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1451.0
567,Art. 1 § 10 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,828.0
568,Art. 1 § 11 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,834.0
569,Art. 1 § 12 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,160.0
570,Art. 1 § 13 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,739.0
571,Art. 1 § 14 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,550.0
572,Art. 1 § 15 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,578.0
573,Art. 1 § 16 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,809.0
574,Art. 1 § 17 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,939.0
575,Art. 1 § 18 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1255.0
576,Art. 1 § 19 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,382.0
577,Art. 1 § 20 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,543.0
578,Art. 1 § 21 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,832.0
579,Art. 1 § 22 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,671.0
580,Art. 1 § 23 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,335.0
581,Art. 1 § 24 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,454.0
582,Art. 1 § 25 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,731.0
583,Art. 1 § 26 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,801.0
584,Art. 1 § 27 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,651.0
585,Art. 1 § 28 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,391.0
586,Art. 1 § 29 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,315.0
587,Art. 1 § 30 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,346.0
588,Art. 1 § 31 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,192.0
589,Art. 1 § 32 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,905.0
590,Art. 1 § 33 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1251.0
591,Art. 1 § 34 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1860.0
592,Art. 1 § 36 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,158.0
593,Art. 1 § 37 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,200.0
594,Art. 1 § 38 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,923.0
595,Art. 2 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,174.0
596,Art. 3 Grundsatzgesetz 1951 über die Behandlung der Wald- und Weidenutzungsrechte sowie besonderer Felddienstbarkeiten,1951-05-20,1292.0
597,§ 2 Kleinrentnergesetznovelle 1951,1951-07-16,90.0
598,§ 4 Kleinrentnergesetznovelle 1951,1951-07-16,590.0
599,§ 5 Kleinrentnergesetznovelle 1951,1951-07-16,139.0
600,§ 11 Amtshaftungsgesetz,1952-05-01,1127.0
601,§ 1 Arbeitsrechtliche Gleichstellung der Volksdeutschen mit Inländern,1952-09-02,899.0
602,§ 2 Arbeitsrechtliche Gleichstellung der Volksdeutschen mit Inländern,1952-09-02,766.0
603,§ 3 Arbeitsrechtliche Gleichstellung der Volksdeutschen mit Inländern,1952-09-02,445.0
604,§ 7 Aufhebung des Erbhofrechtes und des Landbewirtschaftungsrechtes,1952-05-29,397.0
605,§ 1 Berechtigung der nach reichsrechtlichen Vorschriften approbierten Zahnärzte,1952-07-13,822.0
606,§ 1 Bundesgesetz über die Einhebung eines Wohnbauförderungsbeitrages,1952-01-01,204.0
607,§ 4 Bundesgesetz über die Einhebung eines Wohnbauförderungsbeitrages,1952-01-01,666.0
608,§ 7 Bundesgesetz über die Einhebung eines Wohnbauförderungsbeitrages,1952-01-01,312.0
609,§ 9 Bundesgesetz über die Einhebung eines Wohnbauförderungsbeitrages,1952-01-01,297.0
610,§ 1 Feuerschutzsteuergesetz 1952,1952-11-22,725.0
611,§ 2 Feuerschutzsteuergesetz 1952,1952-11-22,1088.0
612,§ 3 Feuerschutzsteuergesetz 1952,1952-11-22,449.0
613,§ 4 Feuerschutzsteuergesetz 1952,1952-11-22,130.0
614,§ 5 Feuerschutzsteuergesetz 1952,1952-11-22,753.0
615,§ 6 Feuerschutzsteuergesetz 1952,1952-11-22,146.0
616,§ 7 Feuerschutzsteuergesetz 1952,1952-11-22,317.0
617,§ 8 Feuerschutzsteuergesetz 1952,1952-11-22,140.0
618,§ 9 Feuerschutzsteuergesetz 1952,1952-11-22,335.0
619,§ 17 Gelegenheitsverkehrs-Gesetz,1952-05-01,1403.0
620,§ 18 Gelegenheitsverkehrs-Gesetz,1952-05-01,592.0
621,§ 19 Gelegenheitsverkehrs-Gesetz,1952-05-01,730.0
622,§ 20 Gelegenheitsverkehrs-Gesetz,1952-05-01,693.0
623,§ 21 Gelegenheitsverkehrs-Gesetz,1952-05-01,508.0
624,§ 23 Gelegenheitsverkehrs-Gesetz,1952-05-01,2063.0
625,§ 24 Gelegenheitsverkehrs-Gesetz,1952-05-01,537.0
626,§ 1 Gesundheitsschutzgesetz,1952-09-02,912.0
627,§ 2 Gesundheitsschutzgesetz,1952-09-02,1304.0
628,§ 3 Gesundheitsschutzgesetz,1952-09-02,656.0
629,§ 4 Gesundheitsschutzgesetz,1952-09-02,460.0
630,§ 5 Gesundheitsschutzgesetz,1952-09-02,234.0
631,§ 6 Gesundheitsschutzgesetz,1952-09-02,468.0
632,§ 7 Gesundheitsschutzgesetz,1952-09-02,353.0
633,§ 8 Gesundheitsschutzgesetz,1952-09-02,165.0
634,§ 9 Güterbeförderungsgesetz,1952-05-01,722.0
635,§ 6 Kraftfahrliniengesetz 1952,1952-05-01,584.0
636,§ 7 Kraftfahrliniengesetz 1952,1952-05-01,427.0
637,§ 9 Kraftfahrliniengesetz 1952,1952-05-01,471.0
638,§ 12 Kraftfahrliniengesetz 1952,1952-05-01,346.0
639,§ 14 Kraftfahrliniengesetz 1952,1952-05-01,96.0
640,§ 1 Kraftfahrzeugsteuergesetz 1952,1952-07-01,269.0
641,§ 3 Kraftfahrzeugsteuergesetz 1952,1952-07-01,535.0
642,§ 7 Kraftfahrzeugsteuergesetz 1952,1952-07-01,240.0
643,§ 10 Kraftfahrzeugsteuergesetz 1952,1952-07-01,54.0
644,Art. 2 § 11 Pornographiegesetz,1952-08-31,659.0
645,Art. 2 § 12 Pornographiegesetz,1952-08-31,412.0
646,Art. 4 § 18 Pornographiegesetz,1952-08-31,274.0
647,Art. 4 § 19 Pornographiegesetz,1952-08-31,545.0
648,§ 2 Schaffung von Ehrenzeichen für Verdienste um die Republik Österreich,1952-05-18,392.0
649,§ 2 Schillinggesetz,1952-05-01,343.0
650,§ 1 Tierärztliche Physikatsprüfungsordnung,1952-04-12,2353.0
651,§ 4 Tierärztliche Physikatsprüfungsordnung,1952-04-12,4081.0
652,§ 1 Verbot des Betretens von Gast- und Schankgewerbebetrieben,1952-05-16,508.0
653,§ 3 Verbot des Betretens von Gast- und Schankgewerbebetrieben,1952-05-16,283.0
654,§ 4 Verbot des Betretens von Gast- und Schankgewerbebetrieben,1952-05-16,132.0
655,§ 5 Verbot des Betretens von Gast- und Schankgewerbebetrieben,1952-05-16,99.0
656,§ 1 Verleihung des Doktorates unter den Auspizien des Bundespräsidenten,1952-05-01,245.0
657,§ 3 Verleihung des Doktorates unter den Auspizien des Bundespräsidenten,1952-05-01,468.0
658,§ 4 Verleihung des Doktorates unter den Auspizien des Bundespräsidenten,1952-05-01,197.0
659,§ 5 Verleihung des Doktorates unter den Auspizien des Bundespräsidenten,1952-05-01,100.0
660,Art. 1 Währungsschutzgesetz,1952-08-10,322.0
661,§ 2 Währungsschutzgesetz,1952-05-01,344.0
662,§ 4 Wohnhaus-Wiederaufbaugesetz,1952-07-02,393.0
663,§ 6 Wohnhaus-Wiederaufbaugesetz,1952-07-02,439.0
664,§ 9 Wohnhaus-Wiederaufbaugesetz,1952-07-02,1280.0
665,§ 10 Wohnhaus-Wiederaufbaugesetz,1952-07-02,662.0
666,§ 30 Wohnhaus-Wiederaufbaugesetz,1952-07-02,283.0
667,§ 34 Wohnhaus-Wiederaufbaugesetz,1952-07-02,1174.0
668,§ 1 Börsenfondsnovelle,1953-06-27,2139.0
669,§ 2 Börsenfondsnovelle,1953-06-27,1227.0
670,Art. 2 Börsenfondsnovelle,1953-06-27,133.0
671,Art. 1 Einführungsgesetz zur Exekutionsordnung,1953-01-18,707.0
672,Art. 2 Einführungsgesetz zur Exekutionsordnung,1953-01-18,414.0
673,Art. 3 Einführungsgesetz zur Exekutionsordnung,1953-01-18,2127.0
674,Art. 4 Einführungsgesetz zur Exekutionsordnung,1953-01-18,1095.0
675,Art. 5 Einführungsgesetz zur Exekutionsordnung,1953-01-18,25.0
676,Art. 6 Einführungsgesetz zur Exekutionsordnung,1953-01-18,251.0
677,Art. 7 Einführungsgesetz zur Exekutionsordnung,1953-01-18,486.0
678,Art. 8 Einführungsgesetz zur Exekutionsordnung,1953-01-18,1697.0
679,Art. 9 Einführungsgesetz zur Exekutionsordnung,1953-01-18,1072.0
680,Art. 10 Einführungsgesetz zur Exekutionsordnung,1953-01-18,352.0
681,Art. 11 Einführungsgesetz zur Exekutionsordnung,1953-01-18,251.0
682,Art. 12 Einführungsgesetz zur Exekutionsordnung,1953-01-18,27.0
683,Art. 13 Einführungsgesetz zur Exekutionsordnung,1953-01-18,1473.0
684,Art. 14 Einführungsgesetz zur Exekutionsordnung,1953-01-18,297.0
685,Art. 15 Einführungsgesetz zur Exekutionsordnung,1953-01-18,873.0
686,Art. 16 Einführungsgesetz zur Exekutionsordnung,1953-01-18,27.0
687,Art. 17 Einführungsgesetz zur Exekutionsordnung,1953-01-18,725.0
688,Art. 18 Einführungsgesetz zur Exekutionsordnung,1953-01-18,272.0
689,Art. 19 Einführungsgesetz zur Exekutionsordnung,1953-01-18,27.0
690,Art. 20 Einführungsgesetz zur Exekutionsordnung,1953-01-18,248.0
691,Art. 21 Einführungsgesetz zur Exekutionsordnung,1953-01-18,279.0
